DATE,OPEN,HIGH,LOW,CLOSE
2023-07-04,0.91655,0.92061,0.91107,0.9168
2023-06-25,0.91539,0.92208,0.90817,0.91687
2023-06-18,0.92911,0.92932,0.91149,0.9139
2023-06-11,0.93355,0.93744,0.92681,0.93015
2023-06-04,0.93391,0.93882,0.9277,0.9347
2023-05-28,0.92498,0.9344,0.9241,0.93257
2023-05-21,0.91965,0.92928,0.91713,0.92398
2023-05-14,0.90941,0.92178,0.9087,0.92143
2023-05-07,0.91164,0.91378,0.9016,0.90755
2023-04-30,0.9042,0.91194,0.90138,0.90819
2023-04-23,0.9153,0.91589,0.90627,0.90973
2023-04-16,0.92002,0.92013,0.9029,0.9102
2023-04-09,0.9164,0.92315,0.91144,0.91629
2023-04-02,0.92532,0.92684,0.91526,0.92564
2023-03-26,0.93291,0.93415,0.915,0.9278
2023-03-19,0.9324,0.95054,0.92936,0.93643
2023-03-12,0.9356,0.94997,0.93134,0.93601
2023-03-05,0.9424,0.94646,0.93512,0.94107
2023-02-26,0.9361,0.94935,0.93496,0.94744
2023-02-19,0.93193,0.94217,0.92606,0.93594
2023-02-12,0.9319,0.93833,0.92675,0.93653
2023-02-05,0.9216,0.93298,0.9069,0.92671
2023-01-29,0.9196,0.92261,0.9147,0.91984
2023-01-22,0.92335,0.92876,0.91579,0.92038
2023-01-15,0.93169,0.93343,0.9195,0.92382
2023-01-08,0.93653,0.95372,0.92941,0.93841
2023-01-01,0.93983,0.9423,0.9335,0.93373
2022-12-25,0.9421,0.94512,0.93831,0.9374
2022-12-18,0.94861,0.94973,0.93235,0.94473
2022-12-11,0.95266,0.95751,0.94443,0.95037
2022-12-04,0.9666,0.9716,0.94392,0.94839
2022-11-27,0.97602,0.97624,0.95268,0.96455
2022-11-20,0.96906,0.9778,0.95461,0.96797
2022-11-13,0.99814,1.00626,0.96616,0.96819
2022-11-06,1.0115,1.02762,0.9995,1.00717
2022-10-30,1.01148,1.015,0.9906,1.00452
2022-10-23,1.0156,1.03015,1.01116,1.01419
2022-10-16,1.02986,1.03778,1.01553,1.02676
2022-10-09,1.01708,1.03279,1.00058,1.02722
2022-10-02,1.0391,1.0482,1.01523,1.02117
2022-09-25,0.99705,1.04359,0.995,1.032
2022-09-18,0.98721,1.00545,0.9816,0.99777
2022-09-11,1.0048,1.01367,0.9807,0.99291
2022-09-04,0.9986,1.01206,0.99232,1.00914
