DATE,OPEN,HIGH,LOW,CLOSE
2018-08-24,1.36710,1.38130,1.35420,1.36400
2018-08-17,1.37100,1.38810,1.36580,1.36590
2018-08-10,1.35190,1.37280,1.34130,1.36890
2018-08-03,1.35060,1.36060,1.34350,1.35100
2018-07-27,1.34510,1.35850,1.33960,1.35010
2018-07-20,1.34690,1.36600,1.34330,1.34640
2018-07-13,1.34510,1.35830,1.33580,1.34640
2018-07-06,1.35080,1.36740,1.34290,1.34520
2018-06-29,1.34380,1.36460,1.34320,1.35020
2018-06-22,1.34400,1.36120,1.34130,1.34310
2018-06-15,1.31640,1.34390,1.31120,1.34360
2018-06-08,1.32180,1.32240,1.30220,1.31510
2018-06-01,1.32260,1.33730,1.31660,1.32090
2018-05-25,1.32870,1.33250,1.31440,1.32320
2018-05-18,1.32470,1.34240,1.32140,1.33100
2018-05-11,1.32690,1.34880,1.32160,1.32510
2018-05-04,1.31950,1.33790,1.31860,1.32590
2018-04-27,1.30350,1.32730,1.30120,1.31870
2018-04-20,1.28520,1.30600,1.27960,1.30360
2018-04-13,1.30210,1.30660,1.27990,1.28730
2018-04-06,1.30050,1.30690,1.29380,1.30290
2018-03-30,1.29700,1.30810,1.28870,1.30160
2018-03-23,1.29610,1.30310,1.28450,1.29850
2018-03-16,1.27260,1.29680,1.26300,1.29540
2018-03-09,1.28780,1.29410,1.27280,1.27380
2018-03-02,1.27460,1.29620,1.26640,1.28770
2018-02-23,1.26420,1.28330,1.25980,1.27370
2018-02-16,1.27910,1.28600,1.25160,1.26170
2018-02-09,1.26480,1.28850,1.25690,1.27910
2018-02-02,1.23340,1.26270,1.23150,1.25970
2018-01-26,1.25000,1.25650,1.22860,1.23140
2018-01-19,1.26330,1.26440,1.24370,1.24900
2018-01-12,1.27080,1.28060,1.26150,1.26150
2018-01-05,1.28090,1.28250,1.26940,1.26980
2017-12-29,1.29590,1.29670,1.27770,1.27920
2017-12-22,1.30690,1.30860,1.29400,1.29400
2017-12-15,1.33080,1.33190,1.29920,1.30620
2017-12-08,1.31650,1.33280,1.30610,1.32990
2017-12-01,1.31360,1.32400,1.30770,1.31190
2017-11-24,1.32310,1.32740,1.30870,1.31150
2017-11-17,1.30690,1.32670,1.30400,1.31990
2017-11-10,1.30650,1.31080,1.29850,1.30510
2017-11-03,1.30390,1.30880,1.29330,1.30540
2017-10-27,1.27940,1.31130,1.27600,1.30100
2017-10-20,1.26890,1.28050,1.26710,1.27780
2017-10-13,1.28620,1.29040,1.26540,1.26540
